,campus_id,meter_id,consumption
2021-01-10 00:00:00,1,1,438.328
2021-01-10 00:15:00,1,1,438.328
2021-01-10 00:30:00,1,1,438.328
2021-01-10 00:45:00,1,1,438.328
2021-01-10 01:00:00,1,1,438.328
2021-01-10 01:15:00,1,1,438.328
2021-01-10 01:30:00,1,1,438.328
2021-01-10 01:45:00,1,1,438.328
2021-01-10 02:00:00,1,1,438.328
2021-01-10 02:15:00,1,1,438.328
2021-01-10 02:30:00,1,1,438.328
2021-01-10 02:45:00,1,1,438.328
2021-01-10 03:00:00,1,1,438.328
2021-01-10 03:15:00,1,1,438.328
2021-01-10 03:30:00,1,1,438.328
2021-01-10 03:45:00,1,1,438.328
2021-01-10 04:00:00,1,1,438.328
2021-01-10 04:15:00,1,1,438.328
2021-01-10 04:30:00,1,1,438.328
2021-01-10 04:45:00,1,1,438.328
2021-01-10 05:00:00,1,1,438.328
2021-01-10 05:15:00,1,1,438.328
2021-01-10 05:30:00,1,1,438.328
2021-01-10 05:45:00,1,1,438.328
2021-01-10 06:00:00,1,1,438.328
2021-01-10 06:15:00,1,1,438.328
2021-01-10 06:30:00,1,1,438.328
2021-01-10 06:45:00,1,1,438.328
2021-01-10 07:00:00,1,1,438.328
2021-01-10 07:15:00,1,1,438.328
2021-01-10 07:30:00,1,1,438.328
2021-01-10 07:45:00,1,1,438.328
2021-01-10 08:00:00,1,1,438.328
2021-01-10 08:15:00,1,1,438.328
2021-01-10 08:30:00,1,1,438.328
2021-01-10 08:45:00,1,1,438.328
2021-01-10 09:00:00,1,1,438.328
2021-01-10 09:15:00,1,1,438.328
2021-01-10 09:30:00,1,1,438.328
2021-01-10 09:45:00,1,1,438.328
2021-01-10 10:00:00,1,1,438.328
2021-01-10 10:15:00,1,1,438.343
2021-01-10 10:30:00,1,1,438.386
2021-01-10 10:45:00,1,1,438.408
2021-01-10 11:00:00,1,1,438.408
2021-01-10 11:15:00,1,1,438.408
2021-01-10 11:30:00,1,1,438.408
2021-01-10 11:45:00,1,1,438.408
2021-01-10 12:00:00,1,1,438.408
2021-01-10 12:15:00,1,1,438.408
2021-01-10 12:30:00,1,1,438.408
2021-01-10 12:45:00,1,1,438.408
2021-01-10 13:00:00,1,1,438.408
2021-01-10 13:15:00,1,1,438.408
2021-01-10 13:30:00,1,1,438.408
2021-01-10 13:45:00,1,1,438.514
2021-01-10 14:00:00,1,1,438.545
2021-01-10 14:15:00,1,1,438.545
2021-01-10 14:30:00,1,1,438.545
2021-01-10 14:45:00,1,1,438.545
2021-01-10 15:00:00,1,1,438.545
2021-01-10 15:15:00,1,1,438.545
2021-01-10 15:30:00,1,1,438.585
2021-01-10 15:45:00,1,1,438.6830000000001
2021-01-10 16:00:00,1,1,438.747
2021-01-10 16:15:00,1,1,438.747
2021-01-10 16:30:00,1,1,438.747
2021-01-10 16:45:00,1,1,438.747
2021-01-10 17:00:00,1,1,438.747
2021-01-10 17:15:00,1,1,438.747
2021-01-10 17:30:00,1,1,438.747
2021-01-10 17:45:00,1,1,438.747
2021-01-10 18:00:00,1,1,438.747
2021-01-10 18:15:00,1,1,438.747
2021-01-10 18:30:00,1,1,438.747
2021-01-10 18:45:00,1,1,438.747
2021-01-10 19:00:00,1,1,438.747
2021-01-10 19:15:00,1,1,438.747
2021-01-10 19:30:00,1,1,438.747
2021-01-10 19:45:00,1,1,438.747
2021-01-10 20:00:00,1,1,438.747
2021-01-10 20:15:00,1,1,438.747
2021-01-10 20:30:00,1,1,438.747
2021-01-10 20:45:00,1,1,438.747
2021-01-10 21:00:00,1,1,438.747
2021-01-10 21:15:00,1,1,438.747
2021-01-10 21:30:00,1,1,438.747
2021-01-10 21:45:00,1,1,438.747
2021-01-10 22:00:00,1,1,438.747
2021-01-10 22:15:00,1,1,438.747
2021-01-10 22:30:00,1,1,438.747
2021-01-10 22:45:00,1,1,438.747
2021-01-10 23:00:00,1,1,438.747
2021-01-10 23:15:00,1,1,438.747
2021-01-10 23:30:00,1,1,438.747
2021-01-10 23:45:00,1,1,438.747
2021-01-11 00:00:00,1,1,454.328
2021-01-11 00:15:00,1,1,454.328
2021-01-11 00:30:00,1,1,454.328
2021-01-11 00:45:00,1,1,454.328
2021-01-11 01:00:00,1,1,454.328
2021-01-11 01:15:00,1,1,454.328
2021-01-11 01:30:00,1,1,454.328
2021-01-11 01:45:00,1,1,454.328
2021-01-11 02:00:00,1,1,454.328
2021-01-11 02:15:00,1,1,454.328
2021-01-11 02:30:00,1,1,454.328
2021-01-11 02:45:00,1,1,454.328
2021-01-11 03:00:00,1,1,454.328
2021-01-11 03:15:00,1,1,454.328
2021-01-11 03:30:00,1,1,454.328
2021-01-11 03:45:00,1,1,454.328
2021-01-11 04:00:00,1,1,454.328
2021-01-11 04:15:00,1,1,454.328
2021-01-11 04:30:00,1,1,454.328
2021-01-11 04:45:00,1,1,454.328
2021-01-11 05:00:00,1,1,454.328
2021-01-11 05:15:00,1,1,454.328
2021-01-11 05:30:00,1,1,454.328
2021-01-11 05:45:00,1,1,454.328
2021-01-11 06:00:00,1,1,454.328
2021-01-11 06:15:00,1,1,454.328
2021-01-11 06:30:00,1,1,454.328
2021-01-11 06:45:00,1,1,454.328
2021-01-11 07:00:00,1,1,454.328
2021-01-11 07:15:00,1,1,454.328
2021-01-11 07:30:00,1,1,454.328
2021-01-11 07:45:00,1,1,454.328
2021-01-11 08:00:00,1,1,454.328
2021-01-11 08:15:00,1,1,454.328
2021-01-11 08:30:00,1,1,454.328
2021-01-11 08:45:00,1,1,454.328
2021-01-11 09:00:00,1,1,454.328
2021-01-11 09:15:00,1,1,454.328
2021-01-11 09:30:00,1,1,454.328
2021-01-11 09:45:00,1,1,454.328
2021-01-11 10:00:00,1,1,454.328
2021-01-11 10:15:00,1,1,454.328
2021-01-11 10:30:00,1,1,454.328
2021-01-11 10:45:00,1,1,454.328
2021-01-11 11:00:00,1,1,454.328
2021-01-11 11:15:00,1,1,454.328
2021-01-11 11:30:00,1,1,454.328
2021-01-11 11:45:00,1,1,454.328
2021-01-11 12:00:00,1,1,454.328
2021-01-11 12:15:00,1,1,454.569
2021-01-11 12:30:00,1,1,454.703
2021-01-11 12:45:00,1,1,454.716
2021-01-11 13:00:00,1,1,454.716
2021-01-11 13:15:00,1,1,454.716
2021-01-11 13:30:00,1,1,454.716
2021-01-11 13:45:00,1,1,454.84
2021-01-11 14:00:00,1,1,455.036
2021-01-11 14:15:00,1,1,455.101
2021-01-11 14:30:00,1,1,455.101
2021-01-11 14:45:00,1,1,455.101
2021-01-11 15:00:00,1,1,455.101
2021-01-11 15:15:00,1,1,455.101
2021-01-11 15:30:00,1,1,455.101
2021-01-11 15:45:00,1,1,455.101
2021-01-11 16:00:00,1,1,455.241
2021-01-11 16:15:00,1,1,455.286
2021-01-11 16:30:00,1,1,455.286
2021-01-11 16:45:00,1,1,455.398
2021-01-11 17:00:00,1,1,455.542
2021-01-11 17:15:00,1,1,455.554
2021-01-11 17:30:00,1,1,455.554
2021-01-11 17:45:00,1,1,455.554
2021-01-11 18:00:00,1,1,455.554
2021-01-11 18:15:00,1,1,455.554
2021-01-11 18:30:00,1,1,455.554
2021-01-11 18:45:00,1,1,455.554
2021-01-11 19:00:00,1,1,455.554
2021-01-11 19:15:00,1,1,455.554
2021-01-11 19:30:00,1,1,455.554
2021-01-11 19:45:00,1,1,455.554
2021-01-11 20:00:00,1,1,455.554
2021-01-11 20:15:00,1,1,455.554
2021-01-11 20:30:00,1,1,455.554
2021-01-11 20:45:00,1,1,455.554
2021-01-11 21:00:00,1,1,455.554
2021-01-11 21:15:00,1,1,455.554
2021-01-11 21:30:00,1,1,455.554
2021-01-11 21:45:00,1,1,455.554
2021-01-11 22:00:00,1,1,455.554
2021-01-11 22:15:00,1,1,455.554
2021-01-11 22:30:00,1,1,455.554
2021-01-11 22:45:00,1,1,455.554
2021-01-11 23:00:00,1,1,455.554
2021-01-11 23:15:00,1,1,455.554
2021-01-11 23:30:00,1,1,455.554
2021-01-11 23:45:00,1,1,455.554
2021-01-12 00:00:00,1,1,487.92
2021-01-12 00:15:00,1,1,487.92
2021-01-12 00:30:00,1,1,487.92
2021-01-12 00:45:00,1,1,487.92
2021-01-12 01:00:00,1,1,487.92
2021-01-12 01:15:00,1,1,487.92
2021-01-12 01:30:00,1,1,487.92
2021-01-12 01:45:00,1,1,487.92
2021-01-12 02:00:00,1,1,487.92
2021-01-12 02:15:00,1,1,487.92
2021-01-12 02:30:00,1,1,487.92
2021-01-12 02:45:00,1,1,487.92
2021-01-12 03:00:00,1,1,487.92
2021-01-12 03:15:00,1,1,487.92
2021-01-12 03:30:00,1,1,487.92
2021-01-12 03:45:00,1,1,487.92
2021-01-12 04:00:00,1,1,487.92
2021-01-12 04:15:00,1,1,487.92
2021-01-12 04:30:00,1,1,487.92
2021-01-12 04:45:00,1,1,487.92
2021-01-12 05:00:00,1,1,487.92
2021-01-12 05:15:00,1,1,487.92
2021-01-12 05:30:00,1,1,487.92
2021-01-12 05:45:00,1,1,487.92
2021-01-12 06:00:00,1,1,487.92
2021-01-12 06:15:00,1,1,487.92
2021-01-12 06:30:00,1,1,487.92
2021-01-12 06:45:00,1,1,487.92
2021-01-12 07:00:00,1,1,487.92
2021-01-12 07:15:00,1,1,487.965
2021-01-12 07:30:00,1,1,488.11800000000005
2021-01-12 07:45:00,1,1,488.181
2021-01-12 08:00:00,1,1,488.1880000000001
2021-01-12 08:15:00,1,1,488.1880000000001
2021-01-12 08:30:00,1,1,488.1880000000001
2021-01-12 08:45:00,1,1,488.252
2021-01-12 09:00:00,1,1,488.424
2021-01-12 09:15:00,1,1,488.586
2021-01-12 09:30:00,1,1,488.707
2021-01-12 09:45:00,1,1,488.807
2021-01-12 10:00:00,1,1,488.906
2021-01-12 10:15:00,1,1,489.006
2021-01-12 10:30:00,1,1,489.108
2021-01-12 10:45:00,1,1,489.215
2021-01-12 11:00:00,1,1,489.331
2021-01-12 11:15:00,1,1,489.453
2021-01-12 11:30:00,1,1,489.582
2021-01-12 11:45:00,1,1,489.716
2021-01-12 12:00:00,1,1,489.847
2021-01-12 12:15:00,1,1,489.974
2021-01-12 12:30:00,1,1,490.101
2021-01-12 12:45:00,1,1,490.228
2021-01-12 13:00:00,1,1,490.364
2021-01-12 13:15:00,1,1,490.512
2021-01-12 13:30:00,1,1,490.664
2021-01-12 13:45:00,1,1,490.821
2021-01-12 14:00:00,1,1,490.978
2021-01-12 14:15:00,1,1,491.138
2021-01-12 14:30:00,1,1,491.306
2021-01-12 14:45:00,1,1,491.468
2021-01-12 15:00:00,1,1,491.62
2021-01-12 15:15:00,1,1,491.773
2021-01-12 15:30:00,1,1,491.927
2021-01-12 15:45:00,1,1,492.084
2021-01-12 16:00:00,1,1,492.235
2021-01-12 16:15:00,1,1,492.383
2021-01-12 16:30:00,1,1,492.52
2021-01-12 16:45:00,1,1,492.629
2021-01-12 17:00:00,1,1,492.685
2021-01-12 17:15:00,1,1,492.69
2021-01-12 17:30:00,1,1,492.69
2021-01-12 17:45:00,1,1,492.69
2021-01-12 18:00:00,1,1,492.69
2021-01-12 18:15:00,1,1,492.69
2021-01-12 18:30:00,1,1,492.69
2021-01-12 18:45:00,1,1,
2021-01-12 19:00:00,1,1,
2021-01-12 19:15:00,1,1,
2021-01-12 19:30:00,1,1,
2021-01-12 19:45:00,1,1,
2021-01-12 20:00:00,1,1,492.759
2021-01-12 20:15:00,1,1,492.798
2021-01-12 20:30:00,1,1,492.798
2021-01-12 20:45:00,1,1,492.798
2021-01-12 21:00:00,1,1,492.798
2021-01-12 21:15:00,1,1,492.798
2021-01-12 21:30:00,1,1,492.798
2021-01-12 21:45:00,1,1,492.798
2021-01-12 22:00:00,1,1,492.798
2021-01-12 22:15:00,1,1,492.798
2021-01-12 22:30:00,1,1,492.798
2021-01-12 22:45:00,1,1,492.798
2021-01-12 23:00:00,1,1,492.798
2021-01-12 23:15:00,1,1,492.798
2021-01-12 23:30:00,1,1,492.798
2021-01-12 23:45:00,1,1,492.798
2021-02-10 00:00:00,1,1,438.747
2021-02-10 00:15:00,1,1,438.747
2021-02-10 00:30:00,1,1,438.747
2021-02-10 00:45:00,1,1,438.747
2021-02-10 01:00:00,1,1,438.747
2021-02-10 01:15:00,1,1,438.747
2021-02-10 01:30:00,1,1,438.747
2021-02-10 01:45:00,1,1,438.747
2021-02-10 02:00:00,1,1,438.747
2021-02-10 02:15:00,1,1,438.747
2021-02-10 02:30:00,1,1,438.747
2021-02-10 02:45:00,1,1,
2021-02-10 03:00:00,1,1,438.747
2021-02-10 03:15:00,1,1,438.747
2021-02-10 03:30:00,1,1,438.747
2021-02-10 03:45:00,1,1,
2021-02-10 04:00:00,1,1,438.747
2021-02-10 04:15:00,1,1,438.747
2021-02-10 04:30:00,1,1,438.747
2021-02-10 04:45:00,1,1,438.779
2021-02-10 05:00:00,1,1,438.822
2021-02-10 05:15:00,1,1,438.833
2021-02-10 05:30:00,1,1,438.838
2021-02-10 05:45:00,1,1,438.84
2021-02-10 06:00:00,1,1,438.84
2021-02-10 06:15:00,1,1,438.84
2021-02-10 06:30:00,1,1,438.84
2021-02-10 06:45:00,1,1,438.84
2021-02-10 07:00:00,1,1,438.84
2021-02-10 07:15:00,1,1,438.84
2021-02-10 07:30:00,1,1,438.84
2021-02-10 07:45:00,1,1,438.84
2021-02-10 08:00:00,1,1,438.84
2021-02-10 08:15:00,1,1,438.84
2021-02-10 08:30:00,1,1,438.84
2021-02-10 08:45:00,1,1,438.84
2021-02-10 09:00:00,1,1,438.84
2021-02-10 09:15:00,1,1,438.84
2021-02-10 09:30:00,1,1,438.84
2021-02-10 09:45:00,1,1,438.84
2021-02-10 10:00:00,1,1,438.84
2021-02-10 10:15:00,1,1,438.84
2021-02-10 10:30:00,1,1,438.84
2021-02-10 10:45:00,1,1,438.84
2021-02-10 11:00:00,1,1,438.84
2021-02-10 11:15:00,1,1,438.84
2021-02-10 11:30:00,1,1,438.84
2021-02-10 11:45:00,1,1,438.84
2021-02-10 12:00:00,1,1,438.84
2021-02-10 12:15:00,1,1,438.84
2021-02-10 12:30:00,1,1,438.84
2021-02-10 12:45:00,1,1,438.84
2021-02-10 13:00:00,1,1,438.84
2021-02-10 13:15:00,1,1,438.84
2021-02-10 13:30:00,1,1,
2021-02-10 13:45:00,1,1,
2021-02-10 14:00:00,1,1,438.84
2021-02-10 14:15:00,1,1,438.84
2021-02-10 14:30:00,1,1,438.84
2021-02-10 14:45:00,1,1,438.84
2021-02-10 15:00:00,1,1,438.84
2021-02-10 15:15:00,1,1,438.84
2021-02-10 15:30:00,1,1,438.84
2021-02-10 15:45:00,1,1,438.84
2021-02-10 16:00:00,1,1,438.84
2021-02-10 16:15:00,1,1,438.84
2021-02-10 16:30:00,1,1,438.84
2021-02-10 16:45:00,1,1,438.84
2021-02-10 17:00:00,1,1,438.84
2021-02-10 17:15:00,1,1,438.84
2021-02-10 17:30:00,1,1,438.84
2021-02-10 17:45:00,1,1,438.84
2021-02-10 18:00:00,1,1,438.84
2021-02-10 18:15:00,1,1,438.84
2021-02-10 18:30:00,1,1,438.84
2021-02-10 18:45:00,1,1,438.84
2021-02-10 19:00:00,1,1,438.84
2021-02-10 19:15:00,1,1,438.84
2021-02-10 19:30:00,1,1,438.84
2021-02-10 19:45:00,1,1,438.84
2021-02-10 20:00:00,1,1,438.84
2021-02-10 20:15:00,1,1,438.84
2021-02-10 20:30:00,1,1,438.84
2021-02-10 20:45:00,1,1,438.84
2021-02-10 21:00:00,1,1,438.84
2021-02-10 21:15:00,1,1,438.84
2021-02-10 21:30:00,1,1,438.84
2021-02-10 21:45:00,1,1,438.84
2021-02-10 22:00:00,1,1,438.84
2021-02-10 22:15:00,1,1,438.84
2021-02-10 22:30:00,1,1,438.84
2021-02-10 22:45:00,1,1,438.84
2021-02-10 23:00:00,1,1,438.84
2021-02-10 23:15:00,1,1,438.84
2021-02-10 23:30:00,1,1,438.84
2021-02-10 23:45:00,1,1,438.84
2021-02-11 00:00:00,1,1,455.554
2021-02-11 00:15:00,1,1,455.554
